serial,setting,dataset_name,method,augreg,acc_in1k,acc_2,acc_2_std,acc_2_max,acc_2_min,last_acc,acc_2_combined,cka_avg_test,cka_avg_train,MSC_train,MSC_train_ft,MSC_test,MSC_test_ft,V_intra_train,V_intra_train_ft,V_intra_test,V_intra_test_ft,S_inter_train,S_inter_train_ft,S_inter_test,S_inter_test_ft,clustering_diversity_train,clustering_diversity_train_ft,clustering_diversity_test,clustering_diversity_test_ft,spectral_diversity_train,spectral_diversity_train_ft,spectral_diversity_test,spectral_diversity_test_ft,dist_avg_train,dist_avg_test,dist_norm_avg_train,dist_norm_avg_test,l2_norm_avg_train,l2_norm_avg_test,cka_0_train,cka_0_test,cka_11_train,cka_11_test,cka_15_train,cka_15_test,cka_avg_test_ft,cka_avg_train_ft,dist_avg_train_ft,dist_avg_test_ft,dist_norm_avg_train_ft,dist_norm_avg_test_ft,l2_norm_avg_train_ft,l2_norm_avg_test_ft,cka_0_train_ft,cka_0_test_ft,cka_11_train_ft,cka_11_test_ft,cka_15_train_ft,cka_15_test_ft,cka_high_mean_train,cka_mid_mean_train,cka_low_mean_train,cka_high_mean_test,cka_mid_mean_test,cka_low_mean_test,cka_high_mean_train_ft,cka_mid_mean_train_ft,cka_low_mean_train_ft,cka_high_mean_test_ft,cka_mid_mean_test_ft,cka_low_mean_test_ft,cis_spectral_train,cis_spectral_test,cis_clustering_train,cis_clustering_test,cis_spectral_train_ft,cis_spectral_test_ft,cis_clustering_train_ft,cis_clustering_test_ft,cka_last_combined_train,cka_last_combined_test,cka_last_combined_train_ft,cka_last_combined_test_ft,MSC_train_combined,MSC_test_combined,V_intra_train_combined,V_intra_test_combined,S_inter_train_combined,S_inter_test_combined,clustering_diversity_train_combined,clustering_diversity_test_combined,spectral_diversity_train_combined,spectral_diversity_test_combined,cka_avg_test_combined,cka_avg_train_combined,dist_avg_train_combined,dist_avg_test_combined,dist_norm_avg_train_combined,dist_norm_avg_test_combined,l2_norm_avg_train_combined,l2_norm_avg_test_combined,cka_0_train_combined,cka_0_test_combined,cka_11_train_combined,cka_11_test_combined,cka_15_train_combined,cka_15_test_combined,cka_high_mean_train_combined,cka_mid_mean_train_combined,cka_low_mean_train_combined,cka_high_mean_test_combined,cka_mid_mean_test_combined,cka_low_mean_test_combined,cis_spectral_train_combined,cis_spectral_test_combined,cis_clustering_train_combined,cis_clustering_test_combined,cka_last_combined_train_combined,cka_last_combined_test_combined,acc_2_logit,acc_2_max_logit,acc_2_std_logit,acc_2_mean_std_latex,acc_2_mean_std
23,,aircraft,hivit_base_patch16_224.orig_in21k,weak,81.79,88.17,4.52,92.1992,78.3378,88.5089,92.1992,0.8338279128074646,0.818028450012207,-0.0109375808491277,0.5721947575978454,-0.0047782036625947,0.4894624234099998,0.2887131649975947,0.3676040400324366,0.2841914388836972,0.4237975007761277,0.3866991495090604,0.9537808013395002,0.3849398545327757,0.9542562770870124,0.160320401531339,0.1878936854522791,0.146486285814116,0.1376217461565339,0.0459414483167422,0.072263604030013,0.0380867541586078,0.0474533314974802,13.887813568115234,13.915714263916016,0.6020435094833374,0.6038769483566284,13.569334983825684,13.592992782592772,0.721100389957428,0.750511884689331,0.5173433423042297,0.5421308279037476,,,0.6970137357711792,0.6710785627365112,14.870792388916016,14.868610382080078,0.6130424737930298,0.6134099364280701,13.48095989227295,13.494895935058594,0.5586841702461243,0.5927413702011108,0.3052893579006195,0.344823956489563,,,0.8466086983680725,0.9779801964759828,0.9268250465393066,0.8559147715568542,0.980595886707306,0.9373693466186525,0.8007116317749023,0.9775535464286804,0.9132477641105652,0.8184537291526794,0.9791776537895204,0.9274082779884338,3.7575510578263445,3.1151156226325325,13.112605641248217,11.981113316736549,5.910440173614764,3.8812079831789057,15.36782453314191,11.256082618142907,0.5173433423042297,0.5421308279037476,0.3052893579006195,0.344823956489563,0.5721947575978454,0.4894624234099998,0.3676040400324366,0.4237975007761277,0.9537808013395002,0.9542562770870124,0.1878936854522791,0.1376217461565339,0.072263604030013,0.0474533314974802,0.6970137357711792,0.6710785627365112,14.870792388916016,14.868610382080078,0.6130424737930298,0.6134099364280701,13.48095989227295,13.494895935058594,0.5586841702461243,0.5927413702011108,0.3052893579006195,0.344823956489563,,,0.8007116317749023,0.9775535464286804,0.9132477641105652,0.8184537291526794,0.9791776537895204,0.9274082779884338,5.910440173614764,3.8812079831789057,15.36782453314191,11.256082618142907,0.3052893579006195,0.344823956489563,2.008513049064442,2.469725161196545,-3.051029776994839,88.17\pm{4.52},88.17+-4.52
23,,aircraft,hideit_base_patch16_224.fb_in1k,strong,81.99,90.69,3.55,93.7294,82.4782,91.8692,93.7294,0.8318833708763123,0.8156874775886536,-0.0409780454122913,0.5708890509592817,-0.0495995880330877,0.5028630892436328,0.3143739384534625,0.3676621710516278,0.3100217263416121,0.4158177117203325,0.4284265118564112,0.949866451646366,0.4287217397923875,0.9475382213007236,0.1317844662571225,0.1766493055555555,0.1214109451432564,0.116459752795248,0.0472993830648752,0.0522301797874462,0.0389285493384367,0.0278767281733219,22.839155197143555,22.866851806640625,0.4652815759181976,0.4654115438461304,22.653499603271484,22.660137176513672,0.6399619579315186,0.6729714870452881,0.5825480818748474,0.5805234909057617,,,0.7490124702453613,0.7319059371948242,24.482913970947266,24.49513053894043,0.4783373773097992,0.4789271354675293,23.55113983154297,23.55257225036621,0.5788244605064392,0.6239097714424133,0.5007385611534119,0.5034548044204712,,,0.8758755326271057,0.9809376001358032,0.8826919794082642,0.8750452995300293,0.984155774116516,0.8946572542190552,0.8555389642715454,0.973156213760376,0.9160492420196532,0.8657448291778564,0.9777277708053588,0.9289002418518066,3.8780764174891176,3.191751760258425,10.805008388421474,9.954483392295591,4.282352440772714,2.2856129429306624,14.483476562499995,9.548535131682383,0.5825480818748474,0.5805234909057617,0.5007385611534119,0.5034548044204712,0.5708890509592817,0.5028630892436328,0.3676621710516278,0.4158177117203325,0.949866451646366,0.9475382213007236,0.1766493055555555,0.116459752795248,0.0522301797874462,0.0278767281733219,0.7490124702453613,0.7319059371948242,24.482913970947266,24.49513053894043,0.4783373773097992,0.4789271354675293,23.55113983154297,23.55257225036621,0.5788244605064392,0.6239097714424133,0.5007385611534119,0.5034548044204712,,,0.8555389642715454,0.973156213760376,0.9160492420196532,0.8657448291778564,0.9777277708053588,0.9289002418518066,4.282352440772714,2.2856129429306624,14.483476562499995,9.548535131682383,0.5007385611534119,0.5034548044204712,2.2758527747513977,2.704539863525904,-3.301153399262666,90.69\pm{3.55},90.69+-3.55
23,,aircraft,hivit_base_patch16_224_miil.in21k,strong,84.27,87.79,5.93,93.4293,74.2574,88.1188,93.4293,0.8623701930046082,0.8528745174407959,-0.0399820094028593,0.5794739956056277,-0.0570998142914391,0.5070131591389765,0.2185738826942015,0.3613420418860335,0.2069027764865618,0.4108092605112588,0.2384979457271032,0.9455411835043288,0.2314639938528496,0.9451933974017468,0.0779316350605413,0.1180444266381766,0.0796607486023759,0.0863000087351502,0.0210485661354584,0.0562443705036854,0.0184660601728367,0.0351739003785751,13.242826461791992,13.26386547088623,0.5758021473884583,0.5785667300224304,13.732040405273438,13.762922286987305,0.7137245535850525,0.7300052642822266,0.7002573013305664,0.7206956148147583,,,0.6699905395507812,0.6598296761512756,15.317885398864746,15.317587852478027,0.6201743483543396,0.6208652257919312,14.048213005065918,14.0484037399292,0.5394291877746582,0.5564028024673462,0.3272563815116882,0.3371209502220154,,,0.9272948503494264,0.9793182611465454,0.9172936081886292,0.935833752155304,0.980726718902588,0.9221476316452026,0.8154808282852173,0.9728326797485352,0.9173091053962708,0.8260802030563354,0.9708585739135742,0.9250596761703492,1.773762668235079,1.5561348907649486,6.567298886551814,6.713011284722217,4.7397131023455685,2.9641045849025236,9.947603832799143,7.272501736111107,0.7002573013305664,0.7206956148147583,0.3272563815116882,0.3371209502220154,0.5794739956056277,0.5070131591389765,0.3613420418860335,0.4108092605112588,0.9455411835043288,0.9451933974017468,0.1180444266381766,0.0863000087351502,0.0562443705036854,0.0351739003785751,0.6699905395507812,0.6598296761512756,15.317885398864746,15.317587852478027,0.6201743483543396,0.6208652257919312,14.048213005065918,14.0484037399292,0.5394291877746582,0.5564028024673462,0.3272563815116882,0.3371209502220154,,,0.8154808282852173,0.9728326797485352,0.9173091053962708,0.8260802030563354,0.9708585739135742,0.9250596761703492,4.7397131023455685,2.9641045849025236,9.947603832799143,7.272501736111107,0.3272563815116882,0.3371209502220154,1.9728892729327867,2.6545846288145367,-2.7645416635029054,87.79\pm{5.93},87.79+-5.93
23,,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,strong,85.7,89.14,9.34,94.7495,64.8065,91.7192,94.7495,0.8111335039138794,0.7943703532218933,-0.0332230640128434,0.6156120427265962,-0.0194693609238162,0.5645150864865668,0.231437122489508,0.3385231681512217,0.2233304748138584,0.3734857181186142,0.3635400668856057,0.958409035054073,0.3588926674477866,0.957273796032556,0.0826697716346153,0.134620949074074,0.0797262622292103,0.0828649109014675,0.031908009487849,0.0447470576335222,0.026891660296692,0.0211561269730142,29.172897338867188,29.141742706298828,0.6493135094642639,0.6494184732437134,33.08243179321289,33.08730697631836,0.6513385772705078,0.6870049834251404,0.5339515209197998,0.5458143353462219,,,0.656015932559967,0.6471807360649109,31.957576751708984,31.8778076171875,0.6467446088790894,0.6459004878997803,34.040977478027344,33.9871826171875,0.5008624792098999,0.5280939936637878,0.3547530770301819,0.3638231456279754,,,0.8534794449806213,0.9879835247993468,0.8915294408798218,0.8533716201782227,0.9898412823677064,0.9040640592575072,0.8192518949508667,0.9854097962379456,0.9012417197227478,0.823760986328125,0.9863216876983644,0.9113651514053344,2.7345164131086594,2.3046152874265045,7.084799429086531,6.832540673043322,3.8348228391928525,1.8130800815873171,11.53701533564814,7.101522864255765,0.5339515209197998,0.5458143353462219,0.3547530770301819,0.3638231456279754,0.6156120427265962,0.5645150864865668,0.3385231681512217,0.3734857181186142,0.958409035054073,0.957273796032556,0.134620949074074,0.0828649109014675,0.0447470576335222,0.0211561269730142,0.656015932559967,0.6471807360649109,31.957576751708984,31.8778076171875,0.6467446088790894,0.6459004878997803,34.040977478027344,33.9871826171875,0.5008624792098999,0.5280939936637878,0.3547530770301819,0.3638231456279754,,,0.8192518949508667,0.9854097962379456,0.9012417197227478,0.823760986328125,0.9863216876983644,0.9113651514053344,3.8348228391928525,1.8130800815873171,11.53701533564814,7.101522864255765,0.3547530770301819,0.3638231456279754,2.1050105241311092,2.892913256739846,-2.2728023460332674,89.14\pm{9.34},89.14+-9.34
23,,aircraft,hideit3_base_patch16_224.fb_in1k,strong,83.79,89.92,5.82,94.4794,75.3375,91.8392,94.4794,0.8677628040313721,0.8442214131355286,-0.0757441346028572,0.6023715092871542,-0.0645257145717447,0.5426004864679421,0.0967543049886487,0.3437911614757819,0.0945195610496566,0.3874375572108803,0.1425853253877728,0.9568577615688684,0.1401298516863121,0.9566971424267564,0.0971053685897436,0.2007211538461538,0.0919658455625436,0.1094044811320754,0.0304468244982835,0.0521217913199693,0.0270256937112448,0.019806775563168,24.548263549804688,24.54997634887696,0.6341435313224792,0.6332362294197083,24.04093170166016,24.04833602905273,0.6373839974403381,0.6862034797668457,0.8210049271583557,0.8448854684829712,,,0.7128004431724548,0.6985975503921509,27.785688400268555,27.767765045166016,0.6246525645256042,0.6250503063201904,26.7509822845459,26.729698181152344,0.5757178664207458,0.6102548837661743,0.5248531699180603,0.5308094620704651,,,0.9713699221611024,0.9771808385849,0.8951666355133057,0.9716776609420776,0.98027503490448,0.9055756330490112,0.8870235681533813,0.95614093542099,0.9456194639205932,0.8946657180786133,0.960795521736145,0.9507337808609008,2.5511394247111747,2.264482876065202,8.136458834134617,7.705818199685528,4.367284894700228,1.659609724437847,16.81842548076923,9.1670014740566,0.8210049271583557,0.8448854684829712,0.5248531699180603,0.5308094620704651,0.6023715092871542,0.5426004864679421,0.3437911614757819,0.3874375572108803,0.9568577615688684,0.9566971424267564,0.2007211538461538,0.1094044811320754,0.0521217913199693,0.019806775563168,0.7128004431724548,0.6985975503921509,27.785688400268555,27.767765045166016,0.6246525645256042,0.6250503063201904,26.7509822845459,26.729698181152344,0.5757178664207458,0.6102548837661743,0.5248531699180603,0.5308094620704651,,,0.8870235681533813,0.95614093542099,0.9456194639205932,0.8946657180786133,0.960795521736145,0.9507337808609008,4.367284894700228,1.659609724437847,16.81842548076923,9.1670014740566,0.5248531699180603,0.5308094620704651,2.188254349514843,2.839895271284328,-2.783765371085599,89.92\pm{5.82},89.92+-5.82
23,,aircraft,hivit_base_patch16_224.in1k_mocov3,medium,83.2,86.34,11.78,93.0093,54.1254,89.4689,93.0093,0.8961269855499268,0.8770550489425659,-0.0224157434489003,0.5228098308800093,-0.0274719850879788,0.4311458565504385,0.1134718070587422,0.398155120761647,0.1122453280813008,0.462323283317643,0.1325015366875498,0.9369711490173648,0.1324389569795168,0.9346388822244156,0.1013816550925926,0.1677127849002849,0.0963683612858141,0.1228462395178197,0.0293768229774939,0.0643727225848497,0.0234581120546508,0.0371927957302369,8.820255279541016,8.84404182434082,0.5956567525863647,0.5975190997123718,8.557538032531738,8.573452949523926,0.6587470173835754,0.7032187581062317,0.8780660033226013,0.9065113067626952,,,0.8580936789512634,0.8310399055480957,9.077564239501951,9.096986770629885,0.5671602487564087,0.569043755531311,8.684186935424805,8.692338943481445,0.6732721924781799,0.7273334264755249,0.8167572617530823,0.8436291217803955,,,0.9901686906814576,0.9877514243125916,0.8774338960647583,0.993739128112793,0.9897005558013916,0.8932340145111084,0.9905810952186584,0.9781585931777954,0.934266984462738,0.9913498163223268,0.9830451607704164,0.9429054260253906,2.4441516717274925,1.9517149229469468,8.434953703703705,8.017847658979733,5.355810519059496,3.09444060475571,13.953703703703704,10.2208071278826,0.8780660033226013,0.9065113067626952,0.8167572617530823,0.8436291217803955,0.5228098308800093,0.4311458565504385,0.398155120761647,0.462323283317643,0.9369711490173648,0.9346388822244156,0.1677127849002849,0.1228462395178197,0.0643727225848497,0.0371927957302369,0.8580936789512634,0.8310399055480957,9.077564239501951,9.096986770629885,0.5671602487564087,0.569043755531311,8.684186935424805,8.692338943481445,0.6732721924781799,0.7273334264755249,0.8167572617530823,0.8436291217803955,,,0.9905810952186584,0.9781585931777954,0.934266984462738,0.9913498163223268,0.9830451607704164,0.9429054260253906,5.355810519059496,3.09444060475571,13.953703703703704,10.2208071278826,0.8167572617530823,0.8436291217803955,1.8435354282046754,2.588118793860335,-2.0137965257773813,86.34\pm{11.78},86.34+-11.78
23,,aircraft,hivit_base_patch16_224.dino,medium,82.8,72.39,28.28,90.399,14.4614,90.339,90.399,0.9011822938919068,0.8833465576171875,-0.0298069251887461,0.6184499355315224,-0.0327101113401175,0.543437829100059,0.2908345907778479,0.3378417153583999,0.2830349646614478,0.3934045938378531,0.3336971239416822,0.9600682082434856,0.3335937217092389,0.95828933512641,0.1553054331374644,0.2080286792200854,0.1368836259608665,0.1102976502445842,0.0393674045992203,0.0678107326324933,0.0293933571134723,0.0310096867241949,72.74507141113281,72.95295715332031,0.622918963432312,0.6235924959182739,64.17193603515625,64.30653381347656,0.6948323845863342,0.7325263619422913,0.8884533047676086,0.9072256684303284,,,0.7811325192451477,0.7741879224777222,56.915672302246094,56.98974609375,0.5076630115509033,0.5090326070785522,61.7171630859375,61.75200653076172,0.5915016531944275,0.6234714984893799,0.7287576198577881,0.7173076868057251,,,0.9926040768623352,0.9788710474967957,0.8950643539428711,0.9934154152870178,0.9824360013008118,0.9076811075210572,0.9679893851280212,0.9593601822853088,0.916932225227356,0.9659829139709472,0.9605731964111328,0.9276703596115112,3.2596211008154405,2.4337699689955063,12.85928986378205,11.333964229559747,5.614728661970446,2.567602060763338,17.22477463942307,9.13264544025157,0.8884533047676086,0.9072256684303284,0.7287576198577881,0.7173076868057251,0.6184499355315224,0.543437829100059,0.3378417153583999,0.3934045938378531,0.9600682082434856,0.95828933512641,0.2080286792200854,0.1102976502445842,0.0678107326324933,0.0310096867241949,0.7811325192451477,0.7741879224777222,56.915672302246094,56.98974609375,0.5076630115509033,0.5090326070785522,61.7171630859375,61.75200653076172,0.5915016531944275,0.6234714984893799,0.7287576198577881,0.7173076868057251,,,0.9679893851280212,0.9593601822853088,0.916932225227356,0.9659829139709472,0.9605731964111328,0.9276703596115112,5.614728661970446,2.567602060763338,17.22477463942307,9.13264544025157,0.7287576198577881,0.7173076868057251,0.9638763833787636,2.2423659456745573,-0.9308533366012699,72.39\pm{28.28},72.39+-28.28
23,,aircraft,hivit_base_patch16_clip_224.laion2b,medium,85.47,68.14,26.67,90.6991,20.8221,89.3789,90.6991,0.8595055341720581,0.8395462036132812,0.0537328318008181,0.5822574316516902,0.0555720969331914,0.48052851334676,0.2717453609501729,0.2349637637556298,0.2695485242791504,0.2902792301878161,0.3910299189340198,0.7168922422895425,0.3894371719520338,0.7120646835826177,0.1113990718482906,0.1565991697827635,0.1008418501048218,0.1005524982529699,0.0331312007724474,0.0673291692749048,0.0296454214075076,0.0377421261004681,62.16567993164063,62.299949645996094,0.6266566514968872,0.6277371644973755,58.2520751953125,58.37960052490234,0.6725378632545471,0.6879881620407104,0.8282999396324158,0.8466764688491821,,,0.7995827794075012,0.7825027704238892,61.760215759277344,61.64637756347656,0.6179674863815308,0.6181501150131226,64.81361389160156,64.81047821044922,0.5703251361846924,0.5958203673362732,0.6256524920463562,0.6495168209075928,,,0.9699786901474,0.9804243445396424,0.8385920524597168,0.9707099199295044,0.9843227863311768,0.8472270369529724,0.9110533595085144,0.9804476499557496,0.8894385099411011,0.9173529744148254,0.9840814471244812,0.8972607851028442,2.831723730021079,2.5337941676996745,9.521278670873398,8.61895292845912,5.754624097926113,3.2258195178070084,13.384531041332796,8.594222025681336,0.8282999396324158,0.8466764688491821,0.6256524920463562,0.6495168209075928,0.5822574316516902,0.48052851334676,0.2349637637556298,0.2902792301878161,0.7168922422895425,0.7120646835826177,0.1565991697827635,0.1005524982529699,0.0673291692749048,0.0377421261004681,0.7995827794075012,0.7825027704238892,61.760215759277344,61.64637756347656,0.6179674863815308,0.6181501150131226,64.81361389160156,64.81047821044922,0.5703251361846924,0.5958203673362732,0.6256524920463562,0.6495168209075928,,,0.9110533595085144,0.9804476499557496,0.8894385099411011,0.9173529744148254,0.9840814471244812,0.8972607851028442,5.754624097926113,3.2258195178070084,13.384531041332796,8.594222025681336,0.6256524920463562,0.6495168209075928,0.76041233737145,2.2774362645789292,-1.0116756328059409,68.14\pm{26.67},68.14+-26.67
23,,aircraft,hivit_base_patch16_siglip_224.v2_webli,medium,79.2,80.91,20.35,95.5896,44.7645,92.0492,95.5896,0.8342464566230774,0.8274514675140381,-0.0387834743879266,0.622160056926322,-0.0539730855718772,0.5778730319578245,0.2231529217313783,0.3493550846711653,0.2137080541563896,0.3838563965330992,0.2391499278355376,0.9669998103862022,0.2331523923286747,0.9665495098206136,0.2442985165153134,0.1870186743233617,0.2344104865478686,0.1716306887665968,0.0246466142722429,0.0441814272736127,0.0248316813190028,0.0375632179795571,82.31655883789062,82.00126647949219,0.5695326328277588,0.5696879625320435,87.93669128417969,87.85896301269531,0.554495096206665,0.578490674495697,0.8062923550605774,0.809614360332489,,,0.5990819931030273,0.573051929473877,91.49071502685548,91.38396453857422,0.6337404251098633,0.6353185176849365,98.04000091552734,98.02254486083984,0.415535420179367,0.4460086524486542,0.3553469479084015,0.4017916619777679,,,0.9800727367401124,0.9682819843292236,0.8405748605728149,0.9793455600738524,0.9692955017089844,0.8460307121276855,0.8364460468292236,0.9603549242019652,0.8812873959541321,0.8593964576721191,0.948448121547699,0.8996434807777405,1.9520118503616377,1.966669160465022,19.348442508012823,18.565310534591195,3.4991690400701256,2.9750068639809224,14.811879006410246,13.593150550314466,0.8062923550605774,0.809614360332489,0.3553469479084015,0.4017916619777679,0.622160056926322,0.5778730319578245,0.3493550846711653,0.3838563965330992,0.9669998103862022,0.9665495098206136,0.1870186743233617,0.1716306887665968,0.0441814272736127,0.0375632179795571,0.5990819931030273,0.573051929473877,91.49071502685548,91.38396453857422,0.6337404251098633,0.6353185176849365,98.04000091552734,98.02254486083984,0.415535420179367,0.4460086524486542,0.3553469479084015,0.4017916619777679,,,0.8364460468292236,0.9603549242019652,0.8812873959541321,0.8593964576721191,0.948448121547699,0.8996434807777405,3.4991690400701256,2.9750068639809224,14.811879006410246,13.593150550314466,0.3553469479084015,0.4017916619777679,1.4438657510928385,3.0760986392354495,-1.364659911803165,80.91\pm{20.35},80.91+-20.35
23,,aircraft,hivit_base_patch16_224.mae,weak,83.6,78.41,19.21,91.2991,40.174,88.9289,91.2991,0.8881218433380127,0.8680473566055298,-0.1075354430696044,0.5698911125668057,-0.0844919877487882,0.4322521171006209,0.0553302686352674,0.3477053331667833,0.0542703202675248,0.4440359243013624,0.0578548287615759,0.95929711958036,0.0581219156934669,0.9554263879990008,0.0710219684829059,0.1914535478988604,0.0741357660726764,0.1281408324598183,0.0178309239638157,0.061938997119283,0.0159478683329228,0.0326866411000677,11.94702434539795,11.972784042358398,0.5420602560043335,0.5427629947662354,11.06549072265625,11.083778381347656,0.6746780872344971,0.7033029794692993,0.8863528966903687,0.9027002453804016,,,0.5412130951881409,0.5199148654937744,16.527759552001953,16.404991149902344,0.5976978540420532,0.597836971282959,18.210844039916992,18.2096004486084,0.4913402795791626,0.506616473197937,0.3839164972305298,0.4064072370529175,,,0.9872509241104126,0.9786953926086426,0.868858814239502,0.9888931512832642,0.982729196548462,0.8782972097396851,0.9007021188735962,0.8513888716697693,0.9235454797744752,0.907246470451355,0.8583072423934937,0.9283687472343444,1.4906652433749923,1.333241792632346,5.937436565170933,6.197750043675747,5.178100159172058,2.7326031959656594,16.005516604344727,10.71257359364081,0.8863528966903687,0.9027002453804016,0.3839164972305298,0.4064072370529175,0.5698911125668057,0.4322521171006209,0.3477053331667833,0.4440359243013624,0.95929711958036,0.9554263879990008,0.1914535478988604,0.1281408324598183,0.061938997119283,0.0326866411000677,0.5412130951881409,0.5199148654937744,16.527759552001953,16.404991149902344,0.5976978540420532,0.597836971282959,18.210844039916992,18.2096004486084,0.4913402795791626,0.506616473197937,0.3839164972305298,0.4064072370529175,,,0.9007021188735962,0.8513888716697693,0.9235454797744752,0.907246470451355,0.8583072423934937,0.9283687472343444,5.178100159172058,2.7326031959656594,16.005516604344727,10.71257359364081,0.3839164972305298,0.4064072370529175,1.2895932427370302,2.3507144613540727,-1.4362697387828487,78.41\pm{19.21},78.41+-19.21
23,,aircraft,hiresnet50.tv_in1k,weak,76.13,93.8,0.91,95.1695,92.4092,92.4092,95.1695,0.7375680208206177,0.7154243588447571,-0.0098519584588927,0.583561771295,-0.010700075806884,0.5072351093503039,0.1332954487383411,0.3691418595513466,0.1272703443357263,0.4271902951294603,0.1497642666361357,0.9567395705362732,0.1468648724414407,0.9531806242875268,0.0806655231704059,0.0775595118856837,0.0809617400419287,0.0750999082809224,0.0108684278093278,0.0367382572820553,0.0098710344788038,0.0192896254220098,0.970773994922638,0.9718973636627196,0.4813666939735412,0.4782379269599914,1.211902141571045,1.212928295135498,0.3735834062099457,0.4070185124874115,0.7686151266098022,0.7866512537002563,0.5720602869987488,0.6041543483734131,0.6662830114364624,0.6445803046226501,0.9540547728538512,0.9536717534065248,0.4663282036781311,0.4643846750259399,1.187822699546814,1.1882425546646118,0.3655356168746948,0.4014266431331634,0.7091825008392334,0.7333362698554993,0.4045885503292084,0.4156056046485901,0.8315327763557434,0.923111855983734,0.6894751191139221,0.8560768961906433,0.9286285638809204,0.7117412090301514,0.8383532166481018,0.9050448536872864,0.6890948414802551,0.8436405658721924,0.9140020608901978,0.7100328207015991,0.8274134091241253,0.7514818548713332,6.141066278963001,6.163617269392032,2.7968835268828696,1.468519183377606,5.9046056398571,5.7173560174266225,0.5720602869987488,0.6041543483734131,0.4045885503292084,0.4156056046485901,0.583561771295,0.5072351093503039,0.3691418595513466,0.4271902951294603,0.9567395705362732,0.9531806242875268,0.0775595118856837,0.0750999082809224,0.0367382572820553,0.0192896254220098,0.6662830114364624,0.6445803046226501,0.9540547728538512,0.9536717534065248,0.4663282036781311,0.4643846750259399,1.187822699546814,1.1882425546646118,0.3655356168746948,0.4014266431331634,0.7091825008392334,0.7333362698554993,0.4045885503292084,0.4156056046485901,0.8383532166481018,0.9050448536872864,0.6890948414802551,0.8436405658721924,0.9140020608901978,0.7100328207015991,2.7968835268828696,1.468519183377606,5.9046056398571,5.7173560174266225,0.4045885503292084,0.4156056046485901,2.7173689592343315,2.980709530338587,-4.694788959026367,93.8\pm{0.91},93.8+-0.91
23,,aircraft,hiresnet50.tv2_in1k,strong,80.85,94.06,0.65,94.9895,93.1293,93.1293,94.9895,0.7265939712524414,0.7095609307289124,-0.0604839082300966,0.5109111632670663,-0.0500213463109001,0.4425994865713109,0.1759362393741423,0.4235273426602072,0.16770007002266,0.47535419756675,0.2060441066477605,0.9352818139436184,0.2004324054091565,0.9338680311593678,0.0713067992120726,0.0709656283386752,0.0742572392557651,0.0740013266509433,0.0109959168789478,0.0222264454843333,0.0099875673932849,0.0175224154625298,7.555711269378662,7.557337760925293,0.4928819537162781,0.4904702603816986,15.082313537597656,15.087594032287598,0.1961820274591446,0.2310206741094589,0.7804050445556641,0.793808102607727,0.5422126054763794,0.5159334540367126,0.7381631135940552,0.7346804141998291,8.9796142578125,8.964166641235352,0.3604262471199035,0.3609161376953125,15.716341018676758,15.71440887451172,0.1391676515340805,0.1731806546449661,0.6934565305709839,0.7011550664901733,0.67960125207901,0.6839341521263123,0.8555685877799988,0.8964336514472961,0.6683610677719116,0.8478720188140869,0.9105473160743712,0.6921963691711426,0.9032623767852784,0.9883878231048584,0.6619836688041687,0.9046922326087952,0.9870964288711548,0.6763918995857239,0.8890198796629295,0.8074948237470841,5.7651547162960695,6.003697793828608,1.7970081174083472,1.416687290145534,5.73757105118189,5.983007259728766,0.5422126054763794,0.5159334540367126,0.67960125207901,0.6839341521263123,0.5109111632670663,0.4425994865713109,0.4235273426602072,0.47535419756675,0.9352818139436184,0.9338680311593678,0.0709656283386752,0.0740013266509433,0.0222264454843333,0.0175224154625298,0.7381631135940552,0.7346804141998291,8.9796142578125,8.964166641235352,0.3604262471199035,0.3609161376953125,15.716341018676758,15.71440887451172,0.1391676515340805,0.1731806546449661,0.6934565305709839,0.7011550664901733,0.67960125207901,0.6839341521263123,0.9032623767852784,0.9883878231048584,0.6619836688041687,0.9046922326087952,0.9870964288711548,0.6763918995857239,1.7970081174083472,1.416687290145534,5.73757105118189,5.983007259728766,0.67960125207901,0.6839341521263123,2.7626551709914886,2.9422306486600225,-5.035543788843717,94.06\pm{0.65},94.06+-0.65
